CONTIG_ID	LENGTH	SHORT_READ_COV	LONG_READ_COV	CLUSTER	SPECIES	NB_STRAIN	REFERENCE_GENOME
opera_contig_3899	1146	5.26	1.67	NA	NA	NA	NA
opera_contig_3900	1144	11.85	2.15	NA	SG8-24_sp001303185	NA	GCA_001303185.1_genomic.fna.gz
opera_contig_3901	1143	3.51	0.00	NA	NA	NA	NA
opera_contig_3902	1143	4.83	0.00	NA	NA	NA	NA
opera_contig_3903	1142	5.71	0.00	NA	NA	NA	NA
opera_contig_3904	1140	5.28	0.00	NA	NA	NA	NA
opera_contig_3905	1139	11.02	0.00	NA	Bosea_sp900185715	NA	GCA_900185715.1_genomic.fna.gz
opera_contig_3906	1139	9.26	0.00	NA	Bosea_lupini	NA	GCF_900109525.1_genomic.fna.gz
opera_contig_3907	1139	3.09	0.00	NA	NA	NA	NA
opera_contig_3908	1137	11.04	1.07	NA	NA	NA	NA
opera_contig_3909	1137	5.30	0.00	NA	NA	NA	NA
opera_contig_3910	1136	3.09	3.05	NA	NA	NA	NA
opera_contig_3911	1136	3.09	0.90	NA	NA	NA	NA
opera_contig_3912	1136	5.30	0.74	NA	NA	NA	NA
opera_contig_3913	1135	2.65	0.00	NA	NA	NA	NA
opera_contig_3914	1134	15.94	0.00	NA	NA	NA	NA
opera_contig_3915	1134	40.28	6.09	NA	NA	NA	NA
opera_contig_3916	1134	353.26	98.90	NA	NA	NA	NA
opera_contig_3917	1133	7.53	0.00	NA	NA	NA	NA
opera_contig_3918	1133	296.86	26.10	NA	NA	NA	NA
opera_contig_3919	1132	5.32	0.97	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_3920	1132	3.55	0.00	NA	NA	NA	NA
opera_contig_3921	1131	9.76	0.00	NA	NA	NA	NA
opera_contig_3922	1131	5.33	0.98	NA	NA	NA	NA
opera_contig_3923	1131	7.10	0.00	NA	NA	NA	NA
opera_contig_3924	1129	19.56	0.00	NA	Isoptericola_C_variabilis	NA	GCF_003244315.1_genomic.fna.gz
opera_contig_3925	1129	14.23	1.06	NA	NA	NA	NA
opera_contig_3926	1128	5.34	0.00	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_3927	1128	23.14	0.00	NA	NA	NA	NA
opera_contig_3928	1127	1171.04	49.80	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_3929	1126	30.32	1.60	NA	Corynebacterium_A_variabile	NA	GCF_000720035.1_genomic.fna.gz
opera_contig_3930	1125	6.69	0.00	NA	NA	NA	NA
opera_contig_3931	1125	4.46	16.28	NA	NA	NA	NA
opera_contig_3932	1125	5.35	0.00	NA	NA	NA	NA
opera_contig_3933	1124	22.78	12.66	NA	NA	NA	NA
opera_contig_3934	1123	4.92	10.80	NA	NA	NA	NA
opera_contig_3935	1123	7.15	0.00	NA	NA	NA	NA
opera_contig_3936	1122	2.68	0.00	NA	NA	NA	NA
opera_contig_3937	1121	2.24	6.15	NA	NA	NA	NA
opera_contig_3938	1120	2.69	0.00	NA	NA	NA	NA
opera_contig_3939	1119	5.83	11.67	NA	NA	NA	NA
opera_contig_3940	1118	12.12	0.00	NA	NA	NA	NA
opera_contig_3941	1118	11.67	0.00	NA	NA	NA	NA
opera_contig_3942	1118	6.29	1.00	NA	NA	NA	NA
opera_contig_3943	1117	17.08	1.05	NA	NA	NA	NA
opera_contig_3944	1117	5.39	0.73	NA	NA	NA	NA
opera_contig_3945	1117	32.36	83.54	NA	Aeromonas_aquatica	NA	GCF_000764655.1_genomic.fna.gz
opera_contig_3946	1117	1083.10	90.61	NA	NA	NA	NA
opera_contig_3947	1116	3.60	1.04	NA	NA	NA	NA
opera_contig_3948	1116	6.75	14.20	NA	NA	NA	NA
opera_contig_3949	1115	6.30	0.00	NA	NA	NA	NA
opera_contig_3950	1115	4.05	0.00	NA	NA	NA	NA
opera_contig_3951	1115	339.02	19.71	NA	NA	NA	NA
opera_contig_3952	1114	11.27	12.97	NA	2-12-FULL-67-15_sp001830475	NA	GCA_001830475.1_genomic.fna.gz
opera_contig_3953	1114	14.87	2.14	NA	NA	NA	NA
opera_contig_3954	1114	6.31	13.08	NA	NA	NA	NA
opera_contig_3955	1112	13.54	0.00	NA	NA	NA	NA
opera_contig_3956	1111	8.13	0.00	NA	NA	NA	NA
opera_contig_3957	1110	9.50	0.00	NA	NA	NA	NA
opera_contig_3958	1110	6.33	0.00	NA	NA	NA	NA
opera_contig_3959	1110	6.33	0.96	NA	NA	NA	NA
opera_contig_3960	1107	6.80	0.00	NA	NA	NA	NA
opera_contig_3961	1106	9.99	0.00	NA	NA	NA	NA
opera_contig_3962	1106	15.89	2.11	NA	NA	NA	NA
opera_contig_3963	1103	6.83	0.00	NA	NA	NA	NA
opera_contig_3964	1102	32.80	0.43	NA	Atelocyanobacterium_thalassa_B	NA	GCF_000025125.1_genomic.fna.gz
opera_contig_3965	1102	4.56	0.00	NA	NA	NA	NA
opera_contig_3966	1101	4.56	2.34	NA	NA	NA	NA
opera_contig_3967	1101	10.03	0.94	NA	NA	NA	NA
opera_contig_3968	1100	3.65	0.00	NA	NA	NA	NA
opera_contig_3969	1100	15.52	0.00	NA	NA	NA	NA
opera_contig_3970	1100	18.25	0.00	NA	Allorhizobium_selenitireducens	NA	GCF_000518785.1_genomic.fna.gz
opera_contig_3971	1099	5.02	0.00	NA	NA	NA	NA
opera_contig_3972	1099	5.94	0.40	NA	NA	NA	NA
opera_contig_3973	1098	10.06	1.20	NA	NA	NA	NA
opera_contig_3974	1098	5.03	3.01	NA	Ramlibacter_tataouinensis_A	NA	GCA_002427815.1_genomic.fna.gz
opera_contig_3975	1098	36.58	0.86	NA	Sphingopyxis_sp002277025	NA	GCF_002277025.1_genomic.fna.gz
opera_contig_3976	1097	4.12	4.02	NA	NA	NA	NA
opera_contig_3977	1096	3.66	0.00	NA	NA	NA	NA
opera_contig_3978	1094	7.34	0.00	NA	NA	NA	NA
opera_contig_3979	1094	174.37	8.64	NA	NA	NA	NA
opera_contig_3980	1093	4.13	0.00	NA	NA	NA	NA
opera_contig_3981	1092	5.52	0.00	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_3982	1092	5.06	0.00	NA	NA	NA	NA
opera_contig_3983	1091	5.52	0.96	NA	NA	NA	NA
opera_contig_3984	1091	39.57	0.00	NA	NA	NA	NA
opera_contig_3985	1090	8.29	11.54	NA	NA	NA	NA
opera_contig_3986	1090	5.07	23.46	NA	NA	NA	NA
opera_contig_3987	1090	5.99	0.00	NA	NA	NA	NA
opera_contig_3988	1090	4.61	1.02	NA	NA	NA	NA
opera_contig_3989	1089	13.83	0.98	NA	NA	NA	NA
opera_contig_3990	1089	8.76	0.00	NA	NA	NA	NA
opera_contig_3991	1088	21.69	0.00	NA	Janthinobacterium_sp002002885	NA	GCF_002002885.1_genomic.fna.gz
opera_contig_3992	1088	9.23	0.00	NA	NA	NA	NA
opera_contig_3993	1088	4.15	0.00	NA	Collimonas_sp900111995	NA	GCF_900111995.1_genomic.fna.gz
opera_contig_3994	1087	12.47	0.00	NA	NA	NA	NA
opera_contig_3995	1087	10.62	0.00	NA	NA	NA	NA
opera_contig_3996	1087	3.69	3.42	NA	NA	NA	NA
opera_contig_3997	1083	18.08	0.67	NA	NA	NA	NA
opera_contig_3998	1083	11.12	14.80	NA	JdFR-43_sp002011355	NA	GCA_002011355.1_genomic.fna.gz
opera_contig_3999	1082	7.42	0.00	NA	NA	NA	NA
opera_contig_4000	1079	9.77	1.03	NA	NA	NA	NA
opera_contig_4001	1079	7.44	1.49	NA	NA	NA	NA
opera_contig_4002	1079	6.05	13.08	NA	NA	NA	NA
opera_contig_4003	1079	5.12	0.51	NA	NA	NA	NA
opera_contig_4004	1078	12.57	0.00	NA	NA	NA	NA
opera_contig_4005	1078	4.19	1.08	NA	NA	NA	NA
opera_contig_4006	1077	8.39	0.00	NA	NA	NA	NA
opera_contig_4007	1077	4.19	5.44	NA	NA	NA	NA
opera_contig_4008	1077	4.66	0.00	NA	NA	NA	NA
opera_contig_4009	1077	6.06	0.00	NA	NA	NA	NA
opera_contig_4010	1076	5.13	1.00	NA	NA	NA	NA
opera_contig_4011	1075	10.27	0.76	NA	NA	NA	NA
opera_contig_4012	1075	11.67	1.56	NA	Acetobacter_sp002153745	NA	GCF_002153745.1_genomic.fna.gz
opera_contig_4013	1075	5.14	20.22	NA	NA	NA	NA
opera_contig_4014	1075	6.07	0.00	NA	NA	NA	NA
opera_contig_4015	1074	13.55	4.05	NA	CSP1-3_sp001443485	NA	GCA_001443485.1_genomic.fna.gz
opera_contig_4016	1074	1.87	0.00	NA	NA	NA	NA
opera_contig_4017	1074	1.87	2.06	NA	NA	NA	NA
opera_contig_4018	1072	19.20	0.00	NA	NA	NA	NA
opera_contig_4019	1072	15.92	1.00	NA	NA	NA	NA
opera_contig_4020	1069	13.62	0.00	NA	Nocardiopsis_flavescens	NA	GCF_900141985.1_genomic.fna.gz
opera_contig_4021	1069	11.74	2.43	NA	NA	NA	NA
opera_contig_4022	1069	7.98	0.00	NA	QS-5-70-15_sp003022005	NA	GCA_003022005.1_genomic.fna.gz
opera_contig_4023	1068	4.23	2.38	NA	NA	NA	NA
opera_contig_4024	1067	7.06	19.53	NA	NA	NA	NA
opera_contig_4025	1067	5.18	1.97	NA	NA	NA	NA
opera_contig_4026	1066	286.32	18.75	NA	NA	NA	NA
opera_contig_4027	1065	4.71	12.06	NA	NA	NA	NA
opera_contig_4028	1065	6.13	1.01	NA	NA	NA	NA
opera_contig_4029	1064	5.19	2.14	NA	NA	NA	NA
opera_contig_4030	1064	8.02	1.97	NA	Cupriavidus_basilensis_A	NA	GCF_000832305.1_genomic.fna.gz
opera_contig_4031	1064	3.77	18.11	NA	NA	NA	NA
opera_contig_4032	1063	5.67	24.56	NA	NA	NA	NA
opera_contig_4033	1063	8.50	0.00	NA	NA	NA	NA
opera_contig_4034	1062	23.16	0.00	NA	NA	NA	NA
opera_contig_4035	1062	11.34	1.02	NA	NA	NA	NA
opera_contig_4036	1060	3.79	2.90	NA	Chryseobacterium_B_sp001898785	NA	GCA_001898785.1_genomic.fna.gz
opera_contig_4037	1058	2.37	0.00	NA	NA	NA	NA
opera_contig_4038	1058	523.35	21.94	NA	NA	NA	NA
opera_contig_4039	1057	4.75	0.00	NA	NA	NA	NA
opera_contig_4040	1056	6.18	0.00	NA	NA	NA	NA
opera_contig_4041	1055	7.61	0.00	NA	NA	NA	NA
opera_contig_4042	1054	3.81	1.02	NA	NA	NA	NA
opera_contig_4043	1054	5.24	0.00	NA	NA	NA	NA
opera_contig_4044	1053	5.72	0.00	NA	NA	NA	NA
opera_contig_4045	1052	12.41	0.00	NA	NA	NA	NA
opera_contig_4046	1052	4.77	0.00	NA	NA	NA	NA
opera_contig_4047	1051	9.55	6.00	NA	NA	NA	NA
opera_contig_4048	1051	32.48	1.04	NA	NA	NA	NA
opera_contig_4049	1051	9.55	0.53	NA	MED-G11_sp002457075	NA	GCA_002457075.1_genomic.fna.gz
opera_contig_4050	1049	6.70	0.00	NA	NA	NA	NA
opera_contig_4051	1049	8.61	4.21	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_4052	1048	13.41	1.02	NA	NA	NA	NA
opera_contig_4053	1048	5.75	0.00	NA	NA	NA	NA
opera_contig_4054	1047	11.03	4.39	NA	NA	NA	NA
opera_contig_4055	1047	5.75	0.00	NA	NA	NA	NA
opera_contig_4056	1047	2.40	0.00	NA	NA	NA	NA
opera_contig_4057	1046	4.80	0.78	NA	NA	NA	NA
opera_contig_4058	1045	4.32	1.01	NA	UBA1777_sp900319275	NA	GCA_900319275.1_genomic.fna.gz
opera_contig_4059	1045	12.49	0.00	NA	NA	NA	NA
opera_contig_4060	1045	14.41	0.00	NA	NA	NA	NA
opera_contig_4061	1045	14.89	27.78	NA	NA	NA	NA
opera_contig_4062	1044	15.87	0.00	NA	NA	NA	NA
opera_contig_4063	1044	1.92	0.54	NA	NA	NA	NA
opera_contig_4064	1044	12.02	0.00	NA	NA	NA	NA
opera_contig_4065	1044	4.81	1.03	NA	NA	NA	NA
opera_contig_4066	1044	6.25	1.02	NA	NA	NA	NA
opera_contig_4067	1043	7.22	1.91	NA	NA	NA	NA
opera_contig_4068	1043	16.36	0.00	NA	Streptomyces_globisporus_C	NA	GCF_000261345.2_genomic.fna.gz
opera_contig_4069	1043	2.89	0.00	NA	NA	NA	NA
opera_contig_4070	1043	17.81	3.81	NA	NA	NA	NA
opera_contig_4071	1042	13.49	0.00	NA	NA	NA	NA
opera_contig_4072	1042	21.68	0.00	NA	NA	NA	NA
opera_contig_4073	1042	5.30	0.00	NA	NA	NA	NA
opera_contig_4074	1041	29.90	4.16	NA	Actinocatenispora_sera	2	GCF_000720965.1_genomic.fna.gz
opera_contig_4075	1039	8.21	0.00	NA	NA	NA	NA
opera_contig_4076	1037	12.10	1.33	NA	NA	NA	NA
opera_contig_4077	1037	4.84	17.78	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_4078	1037	6.78	2.55	NA	NA	NA	NA
opera_contig_4079	1034	7.28	0.00	NA	NA	NA	NA
opera_contig_4080	1034	5.83	0.00	NA	NA	NA	NA
opera_contig_4081	1033	4.86	3.32	NA	NA	NA	NA
opera_contig_4082	1031	5.36	31.74	NA	NA	NA	NA
opera_contig_4083	1031	8.28	1.10	NA	NA	NA	NA
opera_contig_4084	1031	4.38	1.64	NA	NA	NA	NA
opera_contig_4085	1031	5.36	0.00	NA	NA	NA	NA
opera_contig_4086	1028	4.88	0.00	NA	NA	NA	NA
opera_contig_4087	1028	6.35	10.99	NA	NA	NA	NA
opera_contig_4088	1024	5.39	0.00	NA	NA	NA	NA
opera_contig_4089	1024	4.41	8.84	NA	NA	NA	NA
opera_contig_4090	1024	5.39	0.00	NA	NA	NA	NA
opera_contig_4091	1023	3.43	5.20	NA	NA	NA	NA
opera_contig_4092	1023	11.78	0.00	NA	NA	NA	NA
opera_contig_4093	1023	4.42	0.98	NA	NA	NA	NA
opera_contig_4094	1022	29.96	0.00	NA	NA	NA	NA
opera_contig_4095	1022	59.93	0.00	NA	NA	NA	NA
opera_contig_4096	1022	2.46	0.42	NA	Corynebacterium_sp001875725	NA	GCF_001875725.1_genomic.fna.gz
opera_contig_4097	1021	4.92	0.00	NA	NA	NA	NA
opera_contig_4098	1021	12.29	1.02	NA	NA	NA	NA
opera_contig_4099	1020	3337.32	122.04	NA	Terracidiphilus_sp002314435	NA	GCA_002314435.1_genomic.fna.gz
opera_contig_4100	1020	6562.91	306.00	NA	NA	NA	NA
opera_contig_4101	1019	4.43	1.05	NA	NA	NA	NA
opera_contig_4102	1019	6.40	2.18	NA	AV80_sp003169695	NA	GCA_003169695.1_genomic.fna.gz
opera_contig_4103	1019	6.40	12.02	NA	12-FULL-67-14b_sp001768615	2	GCA_001768615.1_genomic.fna.gz
opera_contig_4104	1018	3.94	0.99	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_4105	1017	6.91	0.00	NA	NA	NA	NA
opera_contig_4106	1017	9.38	1.83	NA	NA	NA	NA
opera_contig_4107	1016	3.46	0.00	NA	NA	NA	NA
opera_contig_4108	1016	2.47	0.00	NA	NA	NA	NA
opera_contig_4109	1015	12.86	1.56	NA	NA	NA	NA
opera_contig_4110	1015	8.90	0.00	NA	NA	NA	NA
opera_contig_4111	1015	303.18	6.34	NA	AG-422-B15_sp003211835	NA	GCA_003211835.1_genomic.fna.gz
opera_contig_4112	1015	4.95	1.04	NA	NA	NA	NA
opera_contig_4113	1015	7.91	0.98	NA	NA	NA	NA
opera_contig_4114	1013	13.88	0.00	NA	NA	NA	NA
opera_contig_4115	1013	7.43	0.00	NA	NA	NA	NA
opera_contig_4116	1012	5.95	0.00	NA	PHCI01_sp002842205	NA	GCA_002842205.1_genomic.fna.gz
opera_contig_4117	1010	7.46	0.00	NA	Lactococcus_raffinolactis	NA	GCF_001591765.1_genomic.fna.gz
opera_contig_4118	1009	19.90	0.00	NA	46-32_sp001898485	NA	GCA_001898485.1_genomic.fna.gz
opera_contig_4119	1008	18.43	1.10	NA	NA	NA	NA
opera_contig_4120	1008	5.98	1.99	NA	Acidovorax_A_konjaci	NA	GCF_900112675.1_genomic.fna.gz
opera_contig_4121	1008	4.98	16.95	NA	NA	NA	NA
opera_contig_4122	1006	14.97	1.38	NA	NA	NA	NA
opera_contig_4123	1006	2.00	0.95	NA	NA	NA	NA
opera_contig_4124	1005	41.96	21.04	NA	NA	NA	NA
opera_contig_4125	1005	18.48	10.54	NA	NA	NA	NA
opera_contig_4126	1004	11.00	0.00	NA	NA	NA	NA
opera_contig_4127	1003	3.50	0.00	NA	NA	NA	NA
opera_contig_4128	1003	16.02	0.94	NA	UBA11373_sp003486285	NA	GCA_003486285.1_genomic.fna.gz
opera_contig_4129	1003	9.01	29.62	NA	Sphingopyxis_flava	NA	GCF_900168005.1_genomic.fna.gz
opera_contig_4130	1002	5.51	0.00	NA	NA	NA	NA
opera_contig_4131	1002	6.01	0.00	NA	NA	NA	NA
opera_contig_4132	1001	10.53	0.00	NA	NA	NA	NA
opera_contig_4133	1000	14.06	0.00	NA	NA	NA	NA
opera_contig_4134	1000	4.52	0.00	NA	NA	NA	NA
opera_contig_4135	1000	6.53	15.15	NA	12-FULL-67-14b_sp001768615	2	GCA_001768615.1_genomic.fna.gz
opera_contig_4136	999	7.54	4.58	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_4137	999	5.53	0.00	NA	NA	NA	NA
opera_contig_4138	999	4.52	0.00	NA	NA	NA	NA
opera_contig_4139	997	3.02	5.24	NA	NA	NA	NA
opera_contig_4140	997	9.06	7.43	NA	NA	NA	NA
opera_contig_4141	997	3.02	0.00	NA	NA	NA	NA
opera_contig_4142	997	7.55	0.00	NA	NA	NA	NA
opera_contig_4143	996	5.54	17.72	NA	NA	NA	NA
opera_contig_4144	996	6.55	0.00	NA	NA	NA	NA
opera_contig_4145	995	4.54	0.00	NA	NA	NA	NA
opera_contig_4146	994	3.54	0.00	NA	NA	NA	NA
opera_contig_4147	994	4.55	1.02	NA	NA	NA	NA
opera_contig_4148	994	23.74	0.00	NA	NA	NA	NA
opera_contig_4149	992	3.54	0.00	NA	Octadecabacter_sp003533975	NA	GCA_003533975.1_genomic.fna.gz
opera_contig_4150	992	10.12	0.00	NA	NA	NA	NA
opera_contig_4151	992	10.63	0.00	NA	NA	NA	NA
opera_contig_4152	991	15.70	0.54	NA	NA	NA	NA
opera_contig_4153	991	4.05	7.00	NA	BK-30_sp002837145	NA	GCF_002837145.1_genomic.fna.gz
opera_contig_4154	989	3.05	3.38	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_4155	988	7.62	0.46	NA	Paraburkholderia_C_endofungorum	NA	GCF_002927045.1_genomic.fna.gz
opera_contig_4156	987	12.72	1.98	NA	Bradyrhizobium_sp000472385	NA	GCF_000472385.1_genomic.fna.gz
opera_contig_4157	986	17.82	1.94	NA	NA	NA	NA
opera_contig_4158	986	5.09	0.00	NA	NA	NA	NA
opera_contig_4159	985	4.59	0.60	NA	Tardiphaga_robiniae	NA	GCF_001618955.1_genomic.fna.gz
opera_contig_4160	985	9.17	1.04	NA	PHCI01_sp002842205	NA	GCA_002842205.1_genomic.fna.gz
opera_contig_4161	983	6.64	0.00	NA	NA	NA	NA
opera_contig_4162	983	15.32	1.03	NA	NA	NA	NA
opera_contig_4163	983	4.60	0.00	NA	NA	NA	NA
opera_contig_4164	983	504.55	7.81	NA	NA	NA	NA
opera_contig_4165	982	30.67	0.44	NA	NA	NA	NA
opera_contig_4166	982	5.11	8.57	NA	NA	NA	NA
opera_contig_4167	982	10.22	0.00	NA	NA	NA	NA
opera_contig_4168	981	5.63	10.94	NA	NA	NA	NA
opera_contig_4169	981	27.12	0.00	NA	NA	NA	NA
opera_contig_4170	980	7.68	0.97	NA	NA	NA	NA
opera_contig_4171	980	8.71	0.00	NA	NA	NA	NA
opera_contig_4172	979	4.10	0.00	NA	NA	NA	NA
opera_contig_4173	978	6.16	0.00	NA	NA	NA	NA
opera_contig_4174	977	11.30	0.96	NA	NA	NA	NA
opera_contig_4175	975	4.12	3.86	NA	Delftia_tsuruhatensis	NA	GCF_001571325.1_genomic.fna.gz
opera_contig_4176	975	33.47	1.69	NA	Allorhizobium_selenitireducens	NA	GCF_000518785.1_genomic.fna.gz
opera_contig_4177	974	12.89	0.00	NA	NA	NA	NA
opera_contig_4178	974	3.61	0.00	NA	Polaromonas_sp002278925	NA	GCA_002278925.1_genomic.fna.gz
opera_contig_4179	974	5.15	0.00	NA	NA	NA	NA
opera_contig_4180	973	182.64	8.12	NA	NA	NA	NA
opera_contig_4181	973	14.45	0.00	NA	NA	NA	NA
opera_contig_4182	973	19.09	5.06	NA	Bosea_sp900113835	NA	GCF_900113835.1_genomic.fna.gz
opera_contig_4183	973	9.80	0.00	NA	NA	NA	NA
opera_contig_4184	973	4.13	0.00	NA	NA	NA	NA
opera_contig_4185	972	14.46	0.00	NA	NA	NA	NA
opera_contig_4186	972	6.71	0.00	NA	NA	NA	NA
opera_contig_4187	971	6.20	0.00	NA	NA	NA	NA
opera_contig_4188	971	9.82	0.99	NA	NA	NA	NA
opera_contig_4189	971	5.69	0.00	NA	NA	NA	NA
opera_contig_4190	971	6.20	0.00	NA	NA	NA	NA
opera_contig_4191	970	9.32	0.00	NA	NA	NA	NA
opera_contig_4192	970	8.28	1.02	NA	NA	NA	NA
opera_contig_4193	970	11.39	0.00	NA	NA	NA	NA
opera_contig_4194	969	8.81	1.06	NA	NA	NA	NA
opera_contig_4195	968	31.12	0.00	NA	Sphingomonas_E_laterariae	NA	GCF_900188165.1_genomic.fna.gz
opera_contig_4196	968	6.22	0.00	NA	NA	NA	NA
opera_contig_4197	967	21.28	0.93	NA	NA	NA	NA
opera_contig_4198	967	9.86	0.00	NA	NA	NA	NA
opera_contig_4199	967	5.19	0.00	NA	NA	NA	NA
opera_contig_4200	967	4.67	0.00	NA	NA	NA	NA
opera_contig_4201	966	6.24	1.50	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_4202	966	6.76	0.00	NA	NA	NA	NA
opera_contig_4203	965	6.24	0.00	NA	NA	NA	NA
opera_contig_4204	964	3.12	1.19	NA	NA	NA	NA
opera_contig_4205	963	4.69	0.00	NA	NA	NA	NA
opera_contig_4206	962	4.70	0.00	NA	NA	NA	NA
opera_contig_4207	960	9.41	0.00	NA	NA	NA	NA
opera_contig_4208	960	6.80	0.00	NA	NA	NA	NA
opera_contig_4209	960	4.71	0.00	NA	NA	NA	NA
opera_contig_4210	959	6.81	0.63	NA	NA	NA	NA
opera_contig_4211	959	54.44	10.06	NA	Kinetoplastibacterium_desouzaii	NA	GCF_000340795.1_genomic.fna.gz
opera_contig_4212	959	147.62	29.44	NA	66-26_sp001897745	1	GCA_001897745.1_genomic.fna.gz
opera_contig_4213	958	6.29	11.75	NA	NA	NA	NA
opera_contig_4214	958	4.19	0.99	NA	NA	NA	NA
opera_contig_4215	957	2.62	0.00	NA	NA	NA	NA
opera_contig_4216	956	5.25	0.85	NA	NA	NA	NA
opera_contig_4217	956	6.30	0.00	NA	Pseudomonas_E_sp002753995	NA	GCF_002753995.1_genomic.fna.gz
opera_contig_4218	956	5.25	0.00	NA	NA	NA	NA
opera_contig_4219	955	6.83	0.00	NA	NA	NA	NA
opera_contig_4220	955	2104.72	148.95	NA	NA	NA	NA
opera_contig_4221	954	21.05	0.95	NA	NA	NA	NA
opera_contig_4222	954	12.10	0.00	NA	NA	NA	NA
opera_contig_4223	954	17.89	0.00	NA	NA	NA	NA
opera_contig_4224	951	6.33	0.00	NA	NA	NA	NA
opera_contig_4225	951	15.84	0.00	NA	NA	NA	NA
opera_contig_4226	949	15.34	0.00	NA	NA	NA	NA
opera_contig_4227	949	4.76	2.52	NA	NA	NA	NA
opera_contig_4228	949	11.64	0.00	NA	NA	NA	NA
opera_contig_4229	948	20.12	1.09	NA	Xanthomonas_B_massiliensis	NA	GCF_900018785.1_genomic.fna.gz
opera_contig_4230	948	25.95	26.70	NA	NA	NA	NA
opera_contig_4231	947	2.12	2.41	NA	NA	NA	NA
opera_contig_4232	947	13.78	0.00	NA	NA	NA	NA
opera_contig_4233	946	9.02	0.00	NA	Marinobacter_shengliensis	NA	GCF_003007715.1_genomic.fna.gz
opera_contig_4234	945	4.78	0.97	NA	NA	NA	NA
opera_contig_4235	944	7.98	0.00	NA	Deinococcus_hopiensis	NA	GCF_900176165.1_genomic.fna.gz
opera_contig_4236	944	4.25	0.00	NA	NA	NA	NA
opera_contig_4237	943	4.26	18.28	NA	NA	NA	NA
opera_contig_4238	942	31.44	1.09	NA	NA	NA	NA
opera_contig_4239	942	7.99	4.82	NA	NA	NA	NA
opera_contig_4240	941	3.73	0.00	NA	NA	NA	NA
opera_contig_4241	940	6.41	0.00	NA	NA	NA	NA
opera_contig_4242	940	17.62	1.45	NA	NA	NA	NA
opera_contig_4243	939	4.28	0.96	NA	Fen-1262_sp003152875	NA	GCA_003152875.1_genomic.fna.gz
opera_contig_4244	938	4.28	16.68	NA	NA	NA	NA
opera_contig_4245	938	5.35	0.00	NA	NA	NA	NA
opera_contig_4246	938	462.40	2.51	NA	CG2-30-39-44_sp002789815	NA	GCA_002789815.1_genomic.fna.gz
opera_contig_4247	938	4.82	1.05	NA	NA	NA	NA
opera_contig_4248	937	2.14	0.00	NA	NA	NA	NA
opera_contig_4249	937	5.36	0.00	NA	NA	NA	NA
opera_contig_4250	936	2186.60	70.75	NA	NA	NA	NA
opera_contig_4251	936	105.66	8.47	NA	Actinoplanes_philippinensis	NA	GCF_900113015.1_genomic.fna.gz
opera_contig_4252	935	4.30	0.00	NA	NA	NA	NA
opera_contig_4253	935	3.22	0.00	NA	NA	NA	NA
opera_contig_4254	934	6.45	0.00	NA	NA	NA	NA
opera_contig_4255	934	11.29	0.00	NA	NA	NA	NA
opera_contig_4256	934	150.49	7.69	NA	NA	NA	NA
opera_contig_4257	933	16.68	0.00	NA	Agitococcus_sp002333125	NA	GCA_002333125.1_genomic.fna.gz
opera_contig_4258	932	10.23	0.00	NA	NA	NA	NA
opera_contig_4259	932	7.54	0.00	NA	NA	NA	NA
opera_contig_4260	931	12.40	24.66	NA	Ramlibacter_sp001424545	NA	GCF_001424545.1_genomic.fna.gz
opera_contig_4261	931	5.93	13.24	NA	Hydrogenophaga_intermedia	NA	GCF_000723405.1_genomic.fna.gz
opera_contig_4262	931	2.16	1.97	NA	NA	NA	NA
opera_contig_4263	931	5.39	0.00	NA	SCN-69-89_sp001724315	NA	GCA_001724315.1_genomic.fna.gz
opera_contig_4264	930	13.49	0.00	NA	NA	NA	NA
opera_contig_4265	929	12.97	0.00	NA	NA	NA	NA
opera_contig_4266	929	3.78	0.00	NA	NA	NA	NA
opera_contig_4267	929	75.65	2.24	NA	NA	NA	NA
opera_contig_4268	929	4.86	0.00	NA	NA	NA	NA
opera_contig_4269	928	12.44	0.79	NA	NA	NA	NA
opera_contig_4270	927	66.07	2.01	NA	NA	NA	NA
opera_contig_4271	927	7.04	0.00	NA	NA	NA	NA
opera_contig_4272	926	6.51	0.00	NA	Cupriavidus_basilensis_D	NA	GCF_000243095.1_genomic.fna.gz
opera_contig_4273	925	33.10	2.50	NA	NA	NA	NA
opera_contig_4274	925	14.11	0.78	NA	Acidovorax_B_delafieldii_A	NA	GCF_000175235.1_genomic.fna.gz
